gloss,video_id,xmin,ymin,xmax,ymax,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id
can,08955,163,54,555,400,25.0,-1,1,8,12,aslsearch,train,http://www.aslsearch.com/signs/videos/can.mp4,0
can,08935,434,54,814,720,25.0,-1,1,9,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/can.mp4,0
can,08936,201,5,823,480,25.0,-1,1,10,70,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20can%202-jK3eUJXZ3h8.mp4,0
can,08937,69,17,552,480,25.0,-1,1,11,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466726413.7244.mp4,0
can,08938,110,29,555,480,25.0,-1,1,13,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1522766215.7563.mp4,0
can,08939,50,6,534,480,25.0,-1,1,14,20,handspeak,train,https://www.handspeak.com/word/c/can.mp4,0
can,08942,76,18,237,192,25.0,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7817.mp4,0
can,67465,79,17,404,360,25.0,-1,1,18,109,asllex,val,https://youtu.be/XKsE3bqirCc,0
can,08944,70,18,217,192,25.0,-1,1,20,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9064.mp4,0
can,08945,265,0,956,720,25.0,-1,1,21,5,aslu,val,https://www.youtube.com/watch?v=4zPifaOHJIE,0
can,08946,265,0,956,720,25.0,-1,1,22,5,aslu,train,https://www.youtube.com/watch?v=4zPifaOHJIE,0
can,08947,234,49,961,720,25.0,-1,1,23,65,nabboud,test,https://www.youtube.com/watch?v=AkAg7GO240c,0
can,08948,310,57,931,720,25.0,-1,1,24,5,aslu,train,https://www.youtube.com/watch?v=BVypOVtFnNk,0
can,08949,220,51,965,720,25.0,-1,1,25,65,nabboud,train,https://www.youtube.com/watch?v=FH3mTCczlsc,0
dog,17076,0,0,360,240,25.0,3995,3933,0,9,asl5200,train,https://www.youtube.com/watch?v=ChIupJBcxjs,0
dog,69298,356,40,877,720,25.0,-1,1,1,118,aslbrick,train,http://aslbricks.org/New/ASL-Videos/dog.mp4,0
dog,68632,107,8,521,358,25.0,67,1,2,113,lillybauer,train,https://www.youtube.com/watch?v=kMcaG9BjXXg,0
dog,68035,116,0,1102,720,25.0,-1,1,3,109,valencia-asl,val,https://www.youtube.com/watch?v=_wQEymilNt4,0
dog,17097,133,62,585,400,25.0,-1,1,4,12,aslsearch,test,http://www.aslsearch.com/signs/videos/dog.mp4,1
dog,17084,53,0,229,240,25.0,-1,1,5,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456752.mp4,1
dog,17085,225,18,521,414,25.0,-1,1,6,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dog-2.mp4,0
dog,17086,417,61,834,720,25.0,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dog.mp4,1
dog,17087,101,15,546,480,25.0,-1,1,8,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1467772624.2233.mp4,0
dog,17088,74,0,572,480,25.0,-1,1,9,20,handspeak,train,https://www.handspeak.com/word/d/dog-fs.mp4,0
dog,17090,91,22,203,192,25.0,-1,1,11,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/24/24220.mp4,1
dog,17091,105,20,213,192,25.0,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6597.mp4,0
dog,17092,285,55,914,720,25.0,-1,1,13,67,nabboud,train,https://www.youtube.com/watch?v=catBjk1p2bk,0
dog,65506,175,16,496,370,25.0,-1,1,15,102,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DO/DOG-376.mp4,0
dog,65507,146,18,475,370,25.0,-1,1,16,99,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DO/DOG-441.mp4,1
dog,17083,53,0,233,240,25.0,-1,1,17,8,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/456751.mp4,0
dog,67578,133,14,375,360,25.0,-1,1,18,109,asllex,test,https://youtu.be/-9AsKTaXwH8,0
dog,17093,368,47,930,719,25.0,-1,1,19,5,aslu,train,https://www.youtube.com/watch?v=IbpJtH_QssM,0
dog,17095,363,52,936,720,25.0,-1,1,21,5,aslu,train,https://www.youtube.com/watch?v=V5I4eIMatII,0
dog,17096,57,5,278,240,25.0,-1,1,22,72,aslpro,val,http://www.aslpro.com/main/d/dog.swf,1
family,20976,0,0,360,240,25.0,373,334,0,9,asl5200,test,https://www.youtube.com/watch?v=lWaQxL25Aew,0
family,69316,334,15,960,720,25.0,-1,1,1,116,aslbrick,val,http://aslbricks.org/New/ASL-Videos/family.mp4,0
family,69016,309,17,879,720,25.0,52,1,2,112,lillybauer,train,https://www.youtube.com/watch?v=x3GJ5mFOpNA,0
family,20980,218,18,529,414,25.0,-1,1,3,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/family.mp4,0
family,20981,307,9,790,480,25.0,-1,1,4,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Family-jPtV6Y2sUO4.mp4,0
family,20982,688,43,1555,1080,25.0,-1,1,5,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Family-JV4BqtKxwOY.mp4,0
family,20983,60,0,557,480,25.0,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1467858228.7191.mp4,0
family,20984,50,0,546,480,25.0,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/f/family-isl.mp4,0
family,20985,66,0,561,480,25.0,-1,1,8,20,handspeak,train,https://www.handspeak.com/word/f/family.mp4,0
family,20986,84,12,218,192,25.0,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14462.mp4,0
family,20987,79,13,210,192,25.0,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6375.mp4,0
family,65677,167,31,467,370,25.0,-1,1,11,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FA/FAMILY-1379.mp4,0
family,20978,63,7,227,180,25.0,-1,1,12,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/family.mov,0
family,67642,100,23,395,360,25.0,-1,1,13,109,asllex,val,https://youtu.be/Yuif86dOrEY,0
family,20988,317,47,961,720,25.0,-1,1,14,5,aslu,train,https://www.youtube.com/watch?v=cEuA1gLPbIY,0
family,20989,368,35,977,720,25.0,-1,1,15,5,aslu,val,https://www.youtube.com/watch?v=SxrxUgeTt00,0
family,20990,320,43,1002,720,25.0,-1,1,16,5,aslu,train,https://www.youtube.com/watch?v=wtURQzK00eo,0
family,20991,4,5,220,240,25.0,-1,1,17,44,aslpro,test,http://www.aslpro.com/main/f/family.swf,0
family,20992,217,35,489,400,25.0,-1,1,18,41,aslsearch,train,http://www.aslsearch.com/signs/videos/family.mp4,0
family,20979,69,0,259,240,25.0,-1,1,19,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455625.mp4,0
fish,22109,0,0,360,240,25.0,1574,1525,0,9,asl5200,test,https://www.youtube.com/watch?v=lWaQxL25Aew,0
fish,69325,311,0,1071,720,25.0,-1,1,1,116,aslbrick,train,http://aslbricks.org/New/ASL-Videos/fish.mp4,0
fish,22129,3,16,230,240,25.0,-1,1,4,83,aslpro,train,http://www.aslpro.com/main/f/fish.swf,1
fish,22130,166,52,551,400,25.0,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/fish.mp4,0
fish,22114,55,13,265,240,25.0,-1,1,6,0,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/74988.mp4,0
fish,22115,403,57,843,720,25.0,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fish.mp4,1
fish,22116,710,70,1594,1070,25.0,-1,1,8,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Fish-_GVODUZLS70.mp4,0
fish,22117,36,9,540,480,25.0,-1,1,9,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468494686.303.mp4,0
fish,22118,57,2,561,480,25.0,-1,1,10,20,handspeak,train,https://www.handspeak.com/word/f/fish2.mp4,1
fish,22119,116,0,464,360,25.0,-1,1,11,14,handspeak,train,https://www.handspeak.com/word/f/fish.mp4,0
fish,22120,73,14,221,192,25.0,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6808.mp4,1
fish,22121,74,16,221,192,25.0,-1,1,13,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6809.mp4,0
fish,65731,160,18,467,370,25.0,-1,1,14,94,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FISH-387.mp4,0
fish,22113,98,12,236,180,25.0,-1,1,16,19,elementalasl,val,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/fish.mov,1
fish,67667,109,19,386,360,25.0,-1,1,17,109,asllex,val,https://youtu.be/61B8V3YHlqg,1
fish,22124,336,56,892,720,25.0,-1,1,19,67,nabboud,train,https://www.youtube.com/watch?v=22cYLTT67sc,0
fish,22125,127,39,405,346,25.0,-1,1,20,64,aslu,train,https://www.youtube.com/watch?v=_41TQ39vHMA,1
fish,22126,359,69,965,720,25.0,-1,1,21,5,aslu,test,https://www.youtube.com/watch?v=IJyUcYJMpmU,1
fish,22127,377,23,1017,720,25.0,-1,1,22,5,aslu,train,https://www.youtube.com/watch?v=w1_BBOZWwPY,1
fish,22128,378,19,1015,720,25.0,-1,1,23,5,aslu,val,https://www.youtube.com/watch?v=xCQmc-1g9fM,0
graduate,25318,0,0,360,240,25.0,1549,1520,0,9,asl5200,test,https://www.youtube.com/watch?v=YdHKN_wHZqo,0
graduate,70176,117,20,505,480,25.0,6474,6345,1,121,northtexas,val,https://www.youtube.com/watch?v=F5Wef1_PtLk,0
graduate,68528,315,35,932,720,25.0,41,1,2,112,lillybauer,train,https://www.youtube.com/watch?v=HNp5UcfuRSI,0
graduate,25337,73,0,282,240,25.0,-1,1,3,72,aslpro,train,http://www.aslpro.com/main/g/graduate_person.swf,0
graduate,25338,77,3,280,240,25.0,-1,1,4,72,aslpro,train,http://www.aslpro.com/main/g/graduate_verb.swf,0
graduate,25339,175,60,532,400,25.0,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/graduate.mp4,0
graduate,25322,431,59,827,720,25.0,-1,1,6,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/graduate.mp4,0
graduate,25323,538,131,1504,1071,25.0,-1,1,7,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Graduate%2C%20Guarantee%202-5_ku83x4epk.mp4,0
graduate,25324,586,116,1418,1080,25.0,-1,1,8,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Graduate%2C%20Guarantee%203-AehX-pK1AIE.mp4,0
graduate,25325,575,117,1467,1080,25.0,-1,1,9,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Graduate%2C%20Guarantee-fK4BOAHYevM.mp4,0
graduate,25326,35,0,547,480,25.0,-1,1,10,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468549910.3136.mp4,0
graduate,25327,57,0,267,240,25.0,-1,1,11,14,handspeak,train,https://www.handspeak.com/word/g/graduate.mp4,0
graduate,25328,63,1,270,240,25.0,-1,1,12,14,handspeak,train,https://www.handspeak.com/word/g/graduate-person.mp4,0
graduate,65843,171,39,485,370,25.0,-1,1,13,106,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GR/GRADUATE-1866.mp4,0
graduate,25329,74,15,214,192,25.0,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6256.mp4,0
graduate,25330,63,11,212,192,25.0,-1,1,15,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8864.mp4,0
graduate,25321,51,4,251,240,25.0,-1,1,16,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58510.mp4,0
graduate,67722,95,7,388,360,25.0,-1,1,17,109,asllex,test,https://youtu.be/aciHfU1IrCc,0
graduate,25332,346,53,924,720,25.0,-1,1,19,5,aslu,train,https://www.youtube.com/watch?v=3KH3aihCcF8,0
graduate,25333,313,42,954,720,25.0,-1,1,20,5,aslu,train,https://www.youtube.com/watch?v=Uch6xFIQ3X0,0
hat,26688,0,0,360,240,25.0,684,628,0,9,asl5200,test,https://www.youtube.com/watch?v=SiBub8VD5wo,0
hat,69359,147,5,566,480,25.0,-1,1,1,116,aslbrick,val,http://aslbricks.org/New/ASL-Videos/hat.mp4,0
hat,68396,247,1,944,720,25.0,53,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=Cw7DfeqaQu0,0
hat,68068,139,0,606,480,25.0,-1,1,3,110,valencia-asl,train,https://www.youtube.com/watch?v=M2pI7j5-mR0,0
hat,26713,334,31,813,720,25.0,-1,1,7,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hat.mp4,0
hat,26736,0,8,221,240,25.0,-1,1,12,72,aslpro,train,http://www.aslpro.com/main/h/hat.swf,0
hat,26712,32,0,273,240,25.0,-1,1,14,35,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51154.mp4,0
hat,26739,203,39,485,400,25.0,-1,1,16,41,aslsearch,train,http://www.aslsearch.com/signs/videos/ballcap.mp4,0
hat,26741,137,29,544,400,25.0,-1,1,18,12,aslsearch,train,http://www.aslsearch.com/signs/videos/hat.mp4,0
hat,26714,698,74,1615,1066,25.0,-1,1,19,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hat-F1p5oelfV7U.mp4,0
hat,26715,26,0,542,480,25.0,-1,1,21,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468579799.8963.mp4,0
hat,26716,18,2,521,480,25.0,-1,1,22,20,handspeak,train,https://www.handspeak.com/word/h/hat.mp4,0
hat,26717,62,17,213,192,25.0,-1,1,23,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23605.mp4,0
hat,67745,87,19,379,360,25.0,-1,1,25,109,asllex,val,https://youtu.be/YZyaVHlqsvY,0
hat,26719,44,4,227,192,25.0,-1,1,26,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6388.mp4,0
hat,26721,132,20,509,342,25.0,-1,1,28,64,aslu,val,https://www.youtube.com/watch?v=3xNKnBbX6aA,0
hat,26722,308,65,865,720,25.0,-1,1,29,65,nabboud,train,https://www.youtube.com/watch?v=40-GTK0E2k4,0
hat,26723,284,0,952,720,25.0,-1,1,30,5,aslu,test,https://www.youtube.com/watch?v=7byMTWfeQxQ,0
hat,26724,169,0,924,720,25.0,-1,1,31,5,aslu,train,https://www.youtube.com/watch?v=bul0cjvDEEE,0
hat,26726,307,61,888,720,25.0,-1,1,33,65,nabboud,train,https://www.youtube.com/watch?v=QhYtXRY5ULQ,0
hearing,65884,159,36,488,370,25.0,-1,1,0,106,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HEARING-1773.mp4,0
hearing,70016,167,38,449,360,25.0,4798,4707,1,121,northtexas,val,https://www.youtube.com/watch?v=25ymRY7hbjs,0
hearing,68350,97,3,520,360,25.0,143,1,2,113,lillybauer,train,https://www.youtube.com/watch?v=ba87IfnWL9s,0
hearing,68070,56,0,1066,720,25.0,-1,1,3,109,valencia-asl,train,https://www.youtube.com/watch?v=x5cwBfSKnZc,0
hearing,26972,201,17,516,414,25.0,-1,1,6,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hearing.mp4,0
hearing,26973,623,138,1480,1069,25.0,-1,1,7,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hearing%2C%20Public-QTXYOo6ZB8I.mp4,0
hearing,26974,477,30,1040,717,25.0,-1,1,8,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Hearing.mp4,0
hearing,26975,36,4,535,480,25.0,-1,1,9,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468580423.3306.mp4,0
hearing,26976,132,27,529,480,25.0,-1,1,10,15,asldeafined,train,https://media.asldeafined.com/vocabulary/1522767646.1436.mp4,0
hearing,26977,102,0,465,360,25.0,-1,1,11,20,handspeak,train,https://www.handspeak.com/word/h/hearing-but.mp4,0
hearing,26978,120,21,468,360,25.0,-1,1,12,20,handspeak,train,https://www.handspeak.com/word/h/hearing.mp4,0
hearing,26971,47,6,251,240,25.0,-1,1,14,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/63539.mp4,0
hearing,26980,62,17,218,192,25.0,-1,1,15,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6412.mp4,0
hearing,67750,86,23,379,360,25.0,-1,1,16,109,asllex,val,https://youtu.be/eQlq7VX7VSg,0
hearing,26981,362,55,836,720,25.0,-1,1,17,69,nabboud,train,https://www.youtube.com/watch?v=AoyNI1BJmOE,0
hearing,26982,245,26,932,719,25.0,-1,1,18,47,scott,val,https://www.youtube.com/watch?v=djZwwts-OiA,0
hearing,26983,336,42,932,720,25.0,-1,1,19,5,aslu,train,https://www.youtube.com/watch?v=EOUkGLfYQ7M,0
hearing,26984,217,43,945,720,25.0,-1,1,20,5,aslu,test,https://www.youtube.com/watch?v=o8jWmf65mTQ,0
hearing,26985,265,12,940,720,25.0,-1,1,21,5,aslu,train,https://www.youtube.com/watch?v=pm3V4SOB9gk,0
hearing,26986,267,13,939,720,25.0,-1,1,22,5,aslu,train,https://www.youtube.com/watch?v=sMRpqyQK72c,0
kiss,31746,0,0,360,240,25.0,479,397,0,9,asl5200,val,https://www.youtube.com/watch?v=D2Vg3lKjX78,0
kiss,31765,344,27,960,720,25.0,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=TT0VsmSeuEw,1
kiss,31766,0,6,243,240,25.0,-1,1,2,25,aslpro,train,http://www.aslpro.com/main/k/kiss.swf,1
kiss,31767,229,48,487,400,25.0,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/kiss.mp4,1
kiss,31750,745,128,1540,1069,25.0,-1,1,4,31,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cheek%20Kissing-igoSeqb5kF8.mp4,0
kiss,31751,425,110,1565,1080,25.0,-1,1,5,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Kiss%202-pmiprSOQb3U.mp4,1
kiss,31752,578,125,1537,1075,25.0,-1,1,6,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Kiss-6KDwdmpMIJw.mp4,1
kiss,31753,104,15,574,480,25.0,-1,1,7,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468670470.2614.mp4,1
kiss,31754,91,9,584,480,25.0,-1,1,8,20,handspeak,train,https://www.handspeak.com/word/k/kiss.mp4,0
kiss,31755,84,8,220,192,25.0,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5947.mp4,1
kiss,31756,79,8,220,192,25.0,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5948.mp4,0
kiss,65996,199,15,504,370,25.0,-1,1,11,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/KI/KISS_2-165.mp4,1
kiss,31757,366,59,995,720,25.0,-1,1,12,5,aslu,val,https://www.youtube.com/watch?v=7B830ksHv20,1
kiss,31758,350,24,989,720,25.0,-1,1,13,5,aslu,test,https://www.youtube.com/watch?v=bbunI-2KVKo,1
kiss,31749,444,60,822,720,25.0,-1,1,14,38,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/kiss.mp4,1
kiss,67817,70,18,361,360,25.0,-1,1,15,109,asllex,train,https://youtu.be/xUtx5xCoVXI,0
kiss,31759,333,33,941,720,25.0,-1,1,16,5,aslu,val,https://www.youtube.com/watch?v=Bpbc7RhARRg,0
kiss,31762,151,34,415,345,25.0,-1,1,19,64,aslu,train,https://www.youtube.com/watch?v=P1JsNQUgyeg,0
kiss,31763,382,45,827,720,25.0,-1,1,20,69,nabboud,train,https://www.youtube.com/watch?v=SbvomlBCAe8,0
kiss,31764,382,55,852,720,25.0,-1,1,21,69,nabboud,train,https://www.youtube.com/watch?v=tp7A4b_dO0k,1
language,32146,0,0,360,240,25.0,124,98,0,9,asl5200,train,https://www.youtube.com/watch?v=EhkIoTNxwGE,0
language,68084,102,0,750,480,25.0,-1,1,1,111,valencia-asl,train,https://www.youtube.com/watch?v=IRuaSHyrm6o,0
language,68085,262,0,1238,720,25.0,-1,1,2,109,valencia-asl,train,https://www.youtube.com/watch?v=iYwt-z7Roz4,0
language,68904,106,15,579,356,25.0,69,1,3,113,lillybauer,val,https://www.youtube.com/watch?v=TaeaJ9r1A5U,0
language,32156,236,72,1641,1080,25.0,-1,1,4,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Language%203-3MX4tSI4zV0.mp4,1
language,32157,223,89,1635,1080,25.0,-1,1,5,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Language%204-a0lbU50n0wI.mp4,1
language,32158,298,77,1648,1080,25.0,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Language-QQZBHc4ZCkA.mp4,0
language,32160,36,0,616,480,25.0,-1,1,8,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468671247.1222.mp4,1
language,32161,70,6,633,480,25.0,-1,1,9,14,handspeak,train,https://www.handspeak.com/word/l/language2.mp4,1
language,32162,39,7,292,240,25.0,-1,1,10,14,handspeak,train,https://www.handspeak.com/word/l/language.mp4,0
language,32163,61,14,231,192,25.0,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6380.mp4,0
language,66008,179,14,537,370,25.0,-1,1,12,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LANGUAGE-2463.mp4,1
language,66007,191,14,501,370,25.0,-1,1,13,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LANGUAGE-600.mp4,0
language,32154,44,3,277,240,25.0,-1,1,14,8,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/457488.mp4,1
language,67827,48,0,488,360,25.0,-1,1,15,109,asllex,val,https://youtu.be/ZS5lDC1yMSo,0
language,32164,340,45,989,720,25.0,-1,1,16,5,aslu,train,https://www.youtube.com/watch?v=O8XiLkrSx48,1
language,32165,248,48,1027,720,25.0,-1,1,17,5,aslu,train,https://www.youtube.com/watch?v=y3ZYWbCLnGU,1
language,32166,4,5,257,240,25.0,-1,1,18,25,aslpro,test,http://www.aslpro.com/main/l/language.swf,0
language,32167,174,53,532,400,25.0,-1,1,19,12,aslsearch,test,http://www.aslsearch.com/signs/videos/language.mp4,0
language,32155,204,92,1777,1080,25.0,-1,1,20,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Language%202-e7ngY2s5d-w.mp4,0
later,32319,0,0,360,240,25.0,410,378,0,9,asl5200,train,https://www.youtube.com/watch?v=EhkIoTNxwGE,0
later,32335,147,8,498,360,25.0,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=X4003aEoiWo,1
later,32336,0,17,208,240,25.0,-1,1,2,87,aslpro,train,http://www.aslpro.com/main/l/later.swf,0
later,32337,178,55,542,400,25.0,-1,1,3,12,aslsearch,train,http://www.aslsearch.com/signs/videos/later.mp4,1
later,32338,178,55,542,400,25.0,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/later.mp4,1
later,32320,48,2,249,240,25.0,-1,1,5,8,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/457497.mp4,1
later,32321,523,99,1517,1080,25.0,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later%202-UlcQ5965pNk.mp4,0
later,32322,488,106,1527,1080,25.0,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later%203-nbbipDhvyVQ.mp4,1
later,32323,446,99,1512,1080,25.0,-1,1,8,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later-FVJ2dUlmpXA.mp4,0
later,32324,729,144,1557,1077,25.0,-1,1,9,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later-K4l6zXKW2b4.mp4,0
later,32325,358,12,794,480,25.0,-1,1,10,70,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20later-LwQxFlH3wmA.mp4,0
later,66015,201,30,526,370,25.0,-1,1,11,96,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LATER-1688.mp4,1
later,32326,111,0,529,480,25.0,-1,1,12,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468671424.4465.mp4,1
later,32327,96,0,508,480,25.0,-1,1,13,20,handspeak,train,https://www.handspeak.com/word/l/later2.mp4,1
later,32328,65,0,543,480,25.0,-1,1,14,20,handspeak,train,https://www.handspeak.com/word/l/later-inf.mp4,0
later,66014,157,13,484,370,25.0,-1,1,15,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LATER-169.mp4,0
later,67829,76,17,375,360,25.0,-1,1,16,109,asllex,test,https://youtu.be/s3wDKw4Y4w0,0
later,32329,64,0,507,480,25.0,-1,1,17,20,handspeak,test,https://www.handspeak.com/word/l/later.mp4,1
later,32333,67,15,215,192,25.0,-1,1,21,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7458.mp4,1
later,32334,260,53,910,720,25.0,-1,1,22,5,aslu,train,https://www.youtube.com/watch?v=4Md8yfrXzp8,0
man,34685,0,0,360,240,25.0,340,298,0,9,asl5200,test,https://www.youtube.com/watch?v=IxO7unGawfk,0
man,69395,346,24,1037,720,25.0,-1,1,1,116,aslbrick,val,http://aslbricks.org/New/ASL-Videos/man.mp4,0
man,68794,329,4,915,720,25.0,51,1,2,115,lillybauer,train,https://www.youtube.com/watch?v=pi_BA9L-UNk,0
man,34746,214,37,479,400,25.0,-1,1,3,41,aslsearch,train,http://www.aslsearch.com/signs/videos/male.mp4,0
man,34733,183,17,527,414,25.0,-1,1,4,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/man2.mp4,0
man,34734,143,11,522,414,25.0,-1,1,5,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/man.mp4,0
man,34736,462,73,1617,1080,25.0,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Male%2C%20Man-k2HqojTY0ZE.mp4,0
man,34737,851,60,1746,1067,25.0,-1,1,8,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Man-aifqg8ePLMI.mp4,0
man,34738,127,17,577,480,25.0,-1,1,9,34,asldeafined,train,https://media.asldeafined.com/vocabulary/1546574351.9937.mp4,0
man,34739,88,0,590,480,25.0,-1,1,10,20,handspeak,train,https://www.handspeak.com/word/m/man2.mp4,0
